date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:26:39	253341/253341	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:38%20GMT	https://roboslot.site/desktop/slots/crowd-play	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/crowd-play.html	(from https://roboslot.site/)
10:26:39	253336/253336	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:39%20GMT	https://roboslot.site/desktop/slots/pgsoft	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/pgsoft.html	(from https://roboslot.site/)
10:26:40	12430/12430	---M--	200	added ('OK')	image/png	etag:%2208dee90f19ed91:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/microgaming.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/microgamingf281.png	(from https://roboslot.site/)
10:26:41	6134/6134	---M--	200	added ('OK')	image/png	etag:%22028d8e6e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/pgsoft.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/pgsoftf281.png	(from https://roboslot.site/)
10:26:41	11989/11989	---M--	200	added ('OK')	image/png	etag:%22025de6968ed91:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/crowdplay.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/crowdplayf281.png	(from https://roboslot.site/)
10:26:41	239565/239565	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:41%20GMT	https://roboslot.site/desktop/arcade/spribe	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/arcade/spribe.html	(from https://roboslot.site/)
10:26:42	13255/13255	---M--	200	added ('OK')	image/png	etag:%22038a86b362d91:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/spribe.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/spribef281.png	(from https://roboslot.site/)
10:26:44	253358/253358	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:43%20GMT	https://roboslot.site/desktop/slots/reel-kingdom	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/reel-kingdom.html	(from https://roboslot.site/)
10:26:44	12999/12999	---M--	200	added ('OK')	image/png	etag:%220ba284ecd35d91:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/reelkingdom.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/reelkingdomf281.png	(from https://roboslot.site/)
10:26:44	12991/12991	---M--	200	added ('OK')	image/png	etag:%220afa12ccdd61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/g8poker.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/g8pokerf281.png	(from https://roboslot.site/)
10:26:46	20232/20232	---M--	200	added ('OK')	image/png	etag:%220b1a73bcfd1d71:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/balak4d.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/balak4df281.png	(from https://roboslot.site/)
10:26:47	252108/252108	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:45%20GMT	https://roboslot.site/desktop/slots	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots.html	(from https://roboslot.site/)
10:26:47	10556/10556	---M--	200	added ('OK')	image/png	etag:%22064d35ab160d71:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/advantplay.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/advantplayf281.png	(from https://roboslot.site/)
10:26:47	253342/253342	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:46%20GMT	https://roboslot.site/desktop/slots/advantplay	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/advantplay.html	(from https://roboslot.site/)
10:26:49	253338/253338	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:48%20GMT	https://roboslot.site/desktop/slots/habanero	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/habanero.html	(from https://roboslot.site/)
10:26:49	6814/6814	---M--	200	added ('OK')	image/png	etag:%22028d8e6e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/habanero.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/habanerof281.png	(from https://roboslot.site/)
10:26:49	8109/8109	---M--	200	added ('OK')	image/png	etag:%22028d8e6e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/joker.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/jokerf281.png	(from https://roboslot.site/)
10:26:50	253332/253332	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:49%20GMT	https://roboslot.site/desktop/slots/joker	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/joker.html	(from https://roboslot.site/)
10:26:52	253334/253334	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:50%20GMT	https://roboslot.site/desktop/slots/bigpot	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/bigpot.html	(from https://roboslot.site/)
10:26:52	253334/253334	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:52%20GMT	https://roboslot.site/desktop/slots/vpower	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/vpower.html	(from https://roboslot.site/)
10:26:53	9510/9510	---M--	200	added ('OK')	image/png	etag:%220d33b091e9d81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/bigpot.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/bigpotf281.png	(from https://roboslot.site/)
10:26:54	253334/253334	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:53%20GMT	https://roboslot.site/desktop/slots/fachai	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/fachai.html	(from https://roboslot.site/)
10:26:54	9952/9952	---M--	200	added ('OK')	image/png	etag:%2208cbc4589ccd81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/fachai.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/fachaif281.png	(from https://roboslot.site/)
10:26:54	14301/14301	---M--	200	added ('OK')	image/png	etag:%220ffae79f4efd81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/vpower.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/vpowerf281.png	(from https://roboslot.site/)
10:26:56	253330/253330	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:55%20GMT	https://roboslot.site/desktop/slots/jili	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/jili.html	(from https://roboslot.site/)
10:26:57	253334/253334	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:56%20GMT	https://roboslot.site/desktop/slots/slot88	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/slot88.html	(from https://roboslot.site/)
10:26:57	9905/9905	---M--	200	added ('OK')	image/png	etag:%22093a17984b6d81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/jili.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/jilif281.png	(from https://roboslot.site/)
10:26:57	9743/9743	---M--	200	added ('OK')	image/png	etag:%22028d8e6e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/slot88.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/slot88f281.png	(from https://roboslot.site/)
10:27:00	253333/253333	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:58%20GMT	https://roboslot.site/desktop/slots/ion-slot	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/ion-slot.html	(from https://roboslot.site/)
10:27:00	10906/10906	---M--	200	added ('OK')	image/png	etag:%2209facdeb73ad71:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/pgs.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/pgsf281.png	(from https://roboslot.site/)
10:27:00	10935/10935	---M--	200	added ('OK')	image/png	etag:%220ef351621e7d81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/amb.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/ambf281.png	(from https://roboslot.site/)
10:27:00	253333/253333	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:26:59%20GMT	https://roboslot.site/desktop/slots/amb-slot	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/amb-slot.html	(from https://roboslot.site/)
10:27:01	253341/253341	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:27:01%20GMT	https://roboslot.site/desktop/slots/mario-club	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/mario-club.html	(from https://roboslot.site/)
10:27:03	253344/253344	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:27:02%20GMT	https://roboslot.site/desktop/slots/dragoonsoft	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/dragoonsoft.html	(from https://roboslot.site/)
10:27:04	10352/10352	---M--	200	added ('OK')	image/png	etag:%2206365b9c19d91:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/marioclub.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/marioclubf281.png	(from https://roboslot.site/)
10:27:04	253334/253334	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:27:03%20GMT	https://roboslot.site/desktop/slots/live22	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/live22.html	(from https://roboslot.site/)
10:27:04	9722/9722	---M--	200	added ('OK')	image/png	etag:%2204634bf75fad61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/live22.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/live22f281.png	(from https://roboslot.site/)
10:27:04	14065/14065	---M--	200	added ('OK')	image/png	etag:%2209dd2d82d9d91:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/dragoonsoft.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/dragoonsoftf281.png	(from https://roboslot.site/)
10:27:07	5692/5692	---M--	200	added ('OK')	image/png	etag:%22028d8e6e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/spadegaming.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/spadegamingf281.png	(from https://roboslot.site/)
10:27:07	253338/253338	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:27:05%20GMT	https://roboslot.site/desktop/slots/playstar	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/playstar.html	(from https://roboslot.site/)
10:27:07	11486/11486	---M--	200	added ('OK')	image/png	etag:%22079cf438aed91:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/playstar.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/playstarf281.png	(from https://roboslot.site/)
10:27:07	253345/253345	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:27:06%20GMT	https://roboslot.site/desktop/slots/spade-gaming	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/spade-gaming.html	(from https://roboslot.site/)
10:27:10	12754/12754	---M--	200	added ('OK')	image/png	etag:%22085f3e373fad81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/fungaming.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/fungamingf281.png	(from https://roboslot.site/)
10:27:10	253341/253341	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:27:08%20GMT	https://roboslot.site/desktop/slots/fun-gaming	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/fun-gaming.html	(from https://roboslot.site/)
10:27:10	253341/253341	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:27:09%20GMT	https://roboslot.site/desktop/slots/naga-games	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/naga-games.html	(from https://roboslot.site/)
10:27:10	11080/11080	---M--	200	added ('OK')	image/png	etag:%22052c72d1b77d91:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/nagagames.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/nagagamesf281.png	(from https://roboslot.site/)
10:27:13	4837/4837	---M--	200	added ('OK')	image/png	etag:%22028d8e6e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/sbocq9.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/sbocq9f281.png	(from https://roboslot.site/)
10:27:13	13405/13405	---M--	200	added ('OK')	image/png	etag:%2201ae3976040d71:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/jdb.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/jdbf281.png	(from https://roboslot.site/)
10:27:13	253328/253328	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:27:11%20GMT	https://roboslot.site/desktop/slots/jdb	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/jdb.html	(from https://roboslot.site/)
10:27:13	253331/253331	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:27:12%20GMT	https://roboslot.site/desktop/slots/cq9	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/cq9.html	(from https://roboslot.site/)
10:27:15	253341/253341	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:27:14%20GMT	https://roboslot.site/desktop/slots/ttg	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/ttg.html	(from https://roboslot.site/)
10:27:15	10332/10332	---M--	200	added ('OK')	image/png	etag:%220f276404780d81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/ttg.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/ttgf281.png	(from https://roboslot.site/)
10:27:16	253336/253336	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20Aug%202023%2003:27:15%20GMT	https://roboslot.site/desktop/slots/betsoft	D:/BAHAN%20TEST/roboslotv2/roboslot.site/desktop/slots/betsoft.html	(from https://roboslot.site/)
10:27:18	7585/7585	---M--	200	added ('OK')	image/png	etag:%22028d8e6e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/playtech.png?v=20230711-1	D:/BAHAN%20TEST/roboslotv2/nx-cdn.trgwl.com/Images/nexus-beta/light-blue/desktop/providers/shortcuts/playtechf281.png	(from https://roboslot.site/)
